"fullname","office","position","id","source","document_type","url","patronymic","created_date","first_name","last_name","is_corrected","organization_ua_company_code","debtor_ukr_firstname","debtor_ua_firstname","dnt_objectType_encoded","organization_ua_company_name","otherObjectType","organization_type","debtor_eng_lastname","debtor_eng_firstname","debtor_ua_lastname","organization_eng_company_address","objectType","organization_eng_company_name","dnt_sizeAssets_hidden","iteration","organization","debtor_ukr_middlename","dnt_is_foreign","debtor_ua_sameRegLivingAddress","person","assetsCurrency","debtor_eng_sameRegLivingAddress","debtor_ua_middlename","sizeAssets","debtor_eng_middlename","organization_ukr_company_address","organization_eng_company_code","organization_ukr_company_name","debtor_ukr_lastname","object_id","ownershipType","otherOwnership","percent.ownership","organization_extendedstatus","organization_ua_company_name_extendedstatus","organization_ua_company_code_extendedstatus","sizeAssets_extendedstatus","otherObjectType_extendedstatus","organization_eng_company_code_extendedstatus","assetsCurrency_extendedstatus","organization_eng_company_address_extendedstatus","organization_ukr_company_name_extendedstatus","organization_eng_company_name_extendedstatus","organization_ukr_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Артюшенко Ігор Андрійович","Верховна Рада України","Народний депутат України","nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Андрійович",2018-03-23,"Ігор","Артюшенко","FALSE","14360570","","","bank","ПАТ Комерційний Банк ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521640892102","j","","FALSE","","1476347132950","UAH","","",8813,"","","","","","1521640892102","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Артюшенко Дар'я Петрівна","дружина",8813
"Артюшенко Ігор Андрійович","Верховна Рада України","Народний депутат України","nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Андрійович",2018-03-23,"Ігор","Артюшенко","FALSE","14360570","","","bank","ПАТ Комерційний Банк ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521803352228","j","","FALSE","","1476347132950","UAH","","",47,"","","","","","1521803352228","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Артюшенко Дар'я Петрівна","дружина",47
"Бабак Альона Валеріївна","Верховна Рада України","народний депутат України","nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Валеріївна",2018-03-31,"Альона","Бабак","FALSE","00032112","","","bank","ПАТ ""Укрексімбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489398988559","j","","FALSE","","1","UAH","","",335405,"","","","","","1489398988559","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бабак Альона Валеріївна",NA,335405
"Бабак Альона Валеріївна","Верховна Рада України","народний депутат України","nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Валеріївна",2018-03-31,"Альона","Бабак","FALSE","00032112","","","bank","ПАТ ""Укрексімбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489399156623","j","","FALSE","","1","USD","","",451,"","","","","","1489399156623","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бабак Альона Валеріївна",NA,12658.32
"Бабак Альона Валеріївна","Верховна Рада України","народний депутат України","nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Валеріївна",2018-03-31,"Альона","Бабак","FALSE","05839888","","","bank","ПАТ ""Український інноваційний банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490947747591","j","","FALSE","","1","USD","","",4283,"","","","","","1490947747591","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бабак Альона Валеріївна",NA,120211.92
"Бабак Альона Валеріївна","Верховна Рада України","народний депутат України","nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Валеріївна",2018-03-31,"Альона","Бабак","FALSE","00032112","","","bank","ПАТ ""Укрексімбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489399093675","j","","FALSE","","1","EUR","","",21276,"","","","","","1489399093675","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бабак Альона Валеріївна",NA,712648.64
"Бабак Альона Валеріївна","Верховна Рада України","народний депутат України","nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Валеріївна",2018-03-31,"Альона","Бабак","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1489399219397","","","FALSE","","1","EUR","","",35000,"","","","","","1489399219397","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бабак Альона Валеріївна",NA,1172339.84
"Бабак Альона Валеріївна","Верховна Рада України","народний депутат України","nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cc42ddfc-bf48-4185-bd45-0d08cc6e88e5","Валеріївна",2018-03-31,"Альона","Бабак","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1489399327276","","","FALSE","","1","USD","","",57000,"","","","","","1489399327276","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бабак Альона Валеріївна",NA,1599831.71
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Борисович",2018-03-02,"Валерій","Бабенко","FALSE","36274196","","","credit_union","Відкритий пенсійний фонд ""ОТП Пенсія""","","Юридична особа, зареєстрована в Україні","","","","","Внески до кредитних спілок та інших небанківських фінансових установ","","FALSE","1490007178536","j","","FALSE","","1","UAH","","",23250,"","","","","","1490007178536","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бабенко Валерій Борисович",NA,23250
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Борисович",2018-03-02,"Валерій","Бабенко","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1489575263542","","","FALSE","","1","USD","","",92000,"","","","","","1489575263542","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бабенко Валерій Борисович",NA,2582184.52
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Борисович",2018-03-02,"Валерій","Бабенко","FALSE","","","","bank","ПАТ ""ОТП банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489575337364","j","","FALSE","","1","UAH","","",21183,"","","","","","1489575337364","Власність","",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Бабенко Валерій Борисович",NA,21183
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Борисович",2018-03-02,"Валерій","Бабенко","FALSE","","","","bank","ПАТ ""ОТП Банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489575786035","j","","FALSE","","1","USD","","",2979,"","","","","","1489575786035","Власність","",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Бабенко Валерій Борисович",NA,83612.26
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Борисович",2018-03-02,"Валерій","Бабенко","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1489575282206","","","FALSE","","1","UAH","","",110000,"","","","","","1489575282206","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бабенко Валерій Борисович",NA,110000
"Бабенко Валерій Борисович","Верховна Рада України","народний депутат України","nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_be16264d-f1b0-41c8-8ab0-66e3fa327537","Борисович",2018-03-02,"Валерій","Бабенко","FALSE","","","","bank","ПАТ ""ОТП Банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489575837478","j","","FALSE","","1","EUR","","",2041,"","","","","","1489575837478","Власність","",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Бабенко Валерій Борисович",NA,68364.16
